Name,Record,Fighter URL,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,N_Name,id,weight_class
Chris Curtis,31-12-0 (1 NC),http://www.ufcstats.com/fighter-details/5442f1bc4b47eaf3,"5' 10""",185 lbs.,"75""",Orthodox,"Jul 15, 1987",6.16,51%,6.43,53%,0.0,0%,82%,0.0,"Curtis, Chris",sr:competitor:449105,middleweight(171-185)
Loik Radzhabov,18-6-1,http://www.ufcstats.com/fighter-details/8c169fbe1ac33637,"5' 11""",155 lbs.,"69""",Orthodox,"Sep 17, 1990",2.89,44%,3.76,46%,4.65,57%,42%,0.0,"Radzhabov, Loik",sr:competitor:612604,lightweight(146-155)
Janaina Silva,5-1-0,http://www.ufcstats.com/fighter-details/4784a5b4a452464a,"5' 1""",115 lbs.,"60""",Orthodox,"Feb 16, 1992",0.0,0%,1.5,62%,0.0,0%,0%,0.0,"Silva, Janaina",sr:competitor:1038501,strawweight(106-115)
Journey Newson,10-5-0 (1 NC),http://www.ufcstats.com/fighter-details/78f485f851891d68,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989",2.64,32%,2.57,64%,0.56,16%,43%,0.3,"Newson, Journey",sr:competitor:596196,bantamweight(126-135)
Niklas Stolze,12-6-0,http://www.ufcstats.com/fighter-details/62f7097c04311193,"6' 1""",155 lbs.,"74""",Switch,"Dec 28, 1992",2.12,48%,2.25,49%,0.66,100%,55%,0.7,"Stolze, Niklas",sr:competitor:341704,welterweight(156-170)
Alexis Davis,21-11-0,http://www.ufcstats.com/fighter-details/4c2d90e335e6df19,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 04, 1984",4.63,49%,4.45,54%,0.95,44%,34%,0.7,"Davis, Alexis",sr:competitor:303104,bantamweight(126-135)
Christien Savoie,10-2-1,http://www.ufcstats.com/fighter-details/67f0d1b1b0b39bec,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 29, 1992",1.39,45%,6.95,23%,0.0,0%,12%,0.0,"Savoie, Christien",sr:competitor:1186167,welterweight(156-170)
Irina Alekseeva,5-2-0,http://www.ufcstats.com/fighter-details/103e2e33a60683e1,"5' 8""",135 lbs.,"67""",Orthodox,"Jun 27, 1990",3.84,43%,3.55,48%,0.87,20%,100%,0.9,"Alekseeva, Irina",sr:competitor:833148,bantamweight(126-135)
Sean Sharaf,4-1-0,http://www.ufcstats.com/fighter-details/0f3a990526c5e706,"6' 3""",252 lbs.,"77""",Orthodox,"Jul 11, 1993",7.31,44%,9.79,44%,2.07,12%,0%,0.0,"Sharaf, Sean",sr:competitor:1196155,heavyweight(206-265)
Roberto Romero,8-5-1,http://www.ufcstats.com/fighter-details/15ea371202eb25e1,"5' 8""",145 lbs.,"70""",Orthodox,"Jan 30, 2000",4.56,49%,6.44,44%,0.0,0%,71%,0.0,"Romero, Roberto",sr:competitor:1207911,featherweight(136-145)
Angel Pacheco,7-3-0,http://www.ufcstats.com/fighter-details/07797f10b9569cfc,"5' 8""",135 lbs.,"70""",Orthodox,"Jan 13, 1992",9.5,39%,11.47,41%,0.0,0%,28%,0.0,"Pacheco, Angel",sr:competitor:1037679,bantamweight(126-135)
Song Kenan,22-9-0,http://www.ufcstats.com/fighter-details/32490e80ddab1e5a,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 10, 1990",4.49,46%,5.82,51%,0.42,30%,73%,0.0,"Kenan, Song",sr:competitor:394986,welterweight(156-170)
Kevin Vallejos,15-1-0,http://www.ufcstats.com/fighter-details/239d8e5359022f3b,"5' 7""",145 lbs.,"68""",Switch,"Dec 08, 2001",6.48,51%,5.7,57%,0.0,0%,66%,0.0,"Vallejos, Kevin",sr:competitor:1026659,featherweight(136-145)
Nicolas Dalby,23-6-1 (2 NC),http://www.ufcstats.com/fighter-details/9d19d9e4aa2662e8,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",4.05,43%,3.69,52%,0.98,27%,58%,0.1,"Dalby, Nicolas",sr:competitor:250157,welterweight(156-170)
Kamuela Kirk,12-6-0,http://www.ufcstats.com/fighter-details/c7d7fda69ec410d3,"5' 10""",155 lbs.,"75""",Switch,"Apr 13, 1994",3.22,50%,5.87,40%,1.5,26%,47%,1.2,"Kirk, Kamuela",sr:competitor:608568,featherweight(136-145)
Alice Ardelean,9-7-0,http://www.ufcstats.com/fighter-details/87f8699fdcc2c404,"5' 3""",115 lbs.,"62""",Orthodox,"Apr 19, 1992",4.97,45%,4.97,52%,1.0,40%,100%,0.0,"Ardelean, Alice",sr:competitor:985555,strawweight(106-115)
Taneisha Tennant,5-1-0,http://www.ufcstats.com/fighter-details/87911d22a79d3203,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",5.67,55%,3.4,71%,0.0,0%,100%,0.0,"Tennant, Taneisha",sr:competitor:742877,featherweight(136-145)
Anthony Ivy,8-4-0,http://www.ufcstats.com/fighter-details/3c5005b66696d790,"6' 2""",185 lbs.,"74""",Orthodox,"Jan 23, 1990",2.5,42%,4.57,51%,4.69,20%,100%,0.0,"Ivy, Anthony",sr:competitor:720991,welterweight(156-170)
Krzysztof Jotko,24-6-0,http://www.ufcstats.com/fighter-details/4e06913c91da5200,"6' 1""",185 lbs.,"77""",Southpaw,"Aug 19, 1989",2.98,42%,2.23,57%,1.33,39%,82%,0.1,"Jotko, Krzysztof",sr:competitor:245465,middleweight(171-185)
Kleydson Rodrigues,8-4-0,http://www.ufcstats.com/fighter-details/102a8fdf8cbf7467,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 22, 1995",4.58,57%,2.29,53%,0.6,22%,53%,0.6,"Rodrigues, Kleydson",sr:competitor:820056,flyweight(116-125)
Malcolm Gordon,14-8-0,http://www.ufcstats.com/fighter-details/dee294e9717012c2,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",2.5,45%,2.0,43%,1.72,35%,26%,1.0,"Gordon, Malcolm",sr:competitor:728831,flyweight(116-125)
Alejandro Perez,23-9-1,http://www.ufcstats.com/fighter-details/80daefbed11ce998,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 02, 1989",3.45,35%,3.18,61%,0.54,22%,70%,0.3,"Perez, Alejandro",sr:competitor:250153,bantamweight(126-135)
Evan Elder,10-2-0,http://www.ufcstats.com/fighter-details/d9a56ecb6e94f02e,"5' 10""",155 lbs.,"72""",Switch,"Apr 11, 1997",5.66,50%,4.94,57%,0.48,15%,40%,0.5,"Elder, Evan",sr:competitor:894077,welterweight(156-170)
Bruno Lopes,14-1-0,http://www.ufcstats.com/fighter-details/0abcf6bc47191219,"6' 2""",205 lbs.,"74""",Orthodox,"Apr 24, 1993",2.89,43%,3.0,60%,2.68,33%,100%,0.0,"Lopes, Bruno",sr:competitor:1015839,light_heavyweight(186-205)
Vanessa Melo,11-8-0,http://www.ufcstats.com/fighter-details/9b7dfb3b7d99926a,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",3.48,30%,6.13,59%,0.0,0%,71%,0.0,"Melo, Vanessa",sr:competitor:301688,bantamweight(126-135)
Bruna Brasil,10-5-1,http://www.ufcstats.com/fighter-details/7138a15258dabf20,"5' 6""",125 lbs.,"65""",Orthodox,"Sep 07, 1993",2.77,59%,4.14,48%,1.55,66%,54%,0.0,"Brasil, Bruna",sr:competitor:938359,strawweight(106-115)
Matt Frevola,11-5-1,http://www.ufcstats.com/fighter-details/dccb63727f2f5f74,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",3.37,40%,3.69,57%,2.39,39%,36%,1.0,"Frevola, Matt",sr:competitor:542057,lightweight(146-155)
Ihor Potieria,20-8-0,http://www.ufcstats.com/fighter-details/260bd4cef10b033f,"6' 3""",185 lbs.,"75""",Southpaw,"May 29, 1996",4.44,50%,4.96,50%,0.73,18%,66%,0.0,"Potieria, Ihor",sr:competitor:820058,light_heavyweight(186-205)
Nikolay Veretennikov,12-6-0,http://www.ufcstats.com/fighter-details/0f1efce7d2571d10,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 22, 1989",2.73,56%,3.54,48%,0.0,0%,57%,0.0,"Veretennikov, Nikolay",sr:competitor:820074,catchweight
Callan Potter,18-9-0,http://www.ufcstats.com/fighter-details/8fc9ae9c7527dfcb,"6' 0""",170 lbs.,"72""",Orthodox,"Jun 09, 1984",3.18,50%,4.72,58%,3.29,66%,100%,0.0,"Potter, Callan",sr:competitor:538413,welterweight(156-170)
Alberto Montes,11-1-0,http://www.ufcstats.com/fighter-details/a112097ad877a48f,"5' 7""",145 lbs.,"69""",Orthodox,"May 31, 1994",4.98,66%,4.85,57%,0.0,0%,66%,9.8,"Montes, Alberto",sr:competitor:990267,featherweight(136-145)
Lucas Almeida,15-4-0,http://www.ufcstats.com/fighter-details/710f0f8c5d5c9d41,"5' 11""",145 lbs.,"71""",Orthodox,"Jan 31, 1991",4.94,39%,5.04,44%,0.0,0%,53%,0.0,"Almeida, Lucas",sr:competitor:820066,featherweight(136-145)
Rodolfo Vieira,10-3-0,http://www.ufcstats.com/fighter-details/260e9e0d4954aea6,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",3.33,55%,4.4,49%,3.52,26%,100%,1.2,"Vieira, Rodolfo",sr:competitor:606036,middleweight(171-185)
Carlos Hernandez,10-5-0,http://www.ufcstats.com/fighter-details/798e48f9e7f6ba22,"5' 8""",125 lbs.,"67""",Orthodox,"Oct 25, 1993",3.83,45%,3.5,50%,1.56,21%,65%,0.2,"Hernandez, Carlos",sr:competitor:310666,flyweight(116-125)
Mark Striegl,18-4-0 (1 NC),http://www.ufcstats.com/fighter-details/ef1182eb28c17d4e,"5' 8""",145 lbs.,"70""",Southpaw,"Jun 23, 1988",1.4,45%,4.07,40%,0.0,0%,66%,0.0,"Striegl, Mark",sr:competitor:303212,bantamweight(126-135)
Loma Lookboonmee,10-3-0,http://www.ufcstats.com/fighter-details/4e30e4250cb08b61,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",3.87,56%,2.47,52%,2.03,51%,73%,0.1,"Lookboonmee, Loma",sr:competitor:590895,strawweight(106-115)
Jarjis Danho,7-1-1 (1 NC),http://www.ufcstats.com/fighter-details/8614b7134913f5d5,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983",3.38,50%,5.25,49%,0.51,16%,100%,0.0,"Danho, Jarjis",sr:competitor:245457,heavyweight(206-265)
Pannie Kianzad,17-9-0,http://www.ufcstats.com/fighter-details/91dac5e69e28d5b5,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",4.88,49%,4.09,51%,0.41,33%,65%,0.1,"Kianzad, Pannie",sr:competitor:542081,bantamweight(126-135)
Roman Kopylov,14-3-0,http://www.ufcstats.com/fighter-details/9d83f6da776ff7d6,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1991",4.96,50%,4.86,55%,1.17,42%,87%,0.0,"Kopylov, Roman",sr:competitor:642158,middleweight(171-185)
Orion Cosce,8-2-0,http://www.ufcstats.com/fighter-details/2c010b26a3306969,"5' 11""",170 lbs.,"71""",Switch,"Jul 15, 1994",2.77,53%,4.02,44%,1.92,40%,61%,0.0,"Cosce, Orion",sr:competitor:734247,welterweight(156-170)
Leah Letson,5-3-0,http://www.ufcstats.com/fighter-details/8cb78f3a6c2a08f7,"5' 7""",145 lbs.,"71""",Southpaw,"Aug 21, 1992",3.06,41%,3.84,52%,0.51,50%,76%,0.0,"Letson, Leah",sr:competitor:524280,featherweight(136-145)
Harvey Park,12-3-0,http://www.ufcstats.com/fighter-details/b709b534b6873744,"6' 0""",155 lbs.,"70""",Orthodox,"Mar 22, 1986",3.77,50%,7.21,33%,0.0,0%,0%,0.0,"Park, Harvey",sr:competitor:567621,lightweight(146-155)
Dwight Grant,11-6-0,http://www.ufcstats.com/fighter-details/8be158ca1e5ea6a0,"6' 1""",185 lbs.,"76""",Switch,"Sep 14, 1984",3.29,36%,2.66,60%,0.61,100%,66%,0.0,"Grant, Dwight",sr:competitor:449139,welterweight(156-170)
Herbert Burns,11-6-0,http://www.ufcstats.com/fighter-details/4f140403000158b5,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",1.86,36%,5.17,41%,2.94,34%,66%,1.8,"Burns, Herbert",sr:competitor:315161,featherweight(136-145)
Virna Jandiroba,22-3-0,http://www.ufcstats.com/fighter-details/7dda2cf308f24a02,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",1.97,38%,2.55,57%,2.37,33%,73%,1.8,"Jandiroba, Virna",sr:competitor:399229,strawweight(106-115)
Aspen Ladd,9-3-0,http://www.ufcstats.com/fighter-details/d4691518d012b9e7,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",3.78,47%,4.65,47%,1.56,47%,62%,0.6,"Ladd, Aspen",sr:competitor:542085,bantamweight(126-135)
Shana Dobson,4-5-0,http://www.ufcstats.com/fighter-details/122ac9b816d8b71c,"5' 6""",125 lbs.,"69""",Orthodox,"Mar 30, 1989",3.34,37%,5.2,50%,0.84,50%,14%,0.0,"Dobson, Shana",sr:competitor:426899,flyweight(116-125)
Walt Harris,13-10-0 (1 NC),http://www.ufcstats.com/fighter-details/03f982ca3735070c,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",3.05,39%,3.33,54%,0.29,28%,70%,0.1,"Harris, Walt",sr:competitor:254231,heavyweight(206-265)
Melissa Mullins,7-1-0,http://www.ufcstats.com/fighter-details/bd532e9a2b93870c,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 23, 1991",3.43,56%,3.26,49%,1.53,37%,85%,0.0,"Mullins, Melissa",sr:competitor:1034181,bantamweight(126-135)
Josias Musasa,8-1-0,http://www.ufcstats.com/fighter-details/723b64c0e9a8f348,"5' 8""",135 lbs.,"74""",Southpaw,"Oct 10, 1998",3.45,43%,4.6,28%,0.82,50%,77%,0.8,"Musasa, Josias",sr:competitor:1175815,bantamweight(126-135)
Danny Roberts,18-8-0,http://www.ufcstats.com/fighter-details/a6cba6bb66c1a8c9,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987",3.18,39%,3.73,50%,0.24,9%,57%,0.2,"Roberts, Danny",sr:competitor:253361,welterweight(156-170)
Joselyne Edwards,15-6-0,http://www.ufcstats.com/fighter-details/f9ab66e67240db7b,"5' 8""",135 lbs.,"70""",Orthodox,"Sep 29, 1995",4.62,53%,3.2,49%,1.31,41%,61%,0.6,"Edwards, Joselyne",sr:competitor:768194,featherweight(136-145)
James Krause,28-9-0,http://www.ufcstats.com/fighter-details/8f6a18831a120817,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9,"Krause, James",sr:competitor:244082,welterweight(156-170)
Khalid Taha,13-5-0 (1 NC),http://www.ufcstats.com/fighter-details/b4537562f88ac582,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",2.64,32%,4.12,46%,0.0,0%,61%,0.2,"Taha, Khalid",sr:competitor:362050,bantamweight(126-135)
Cody Brundage,11-6-0 (1 NC),http://www.ufcstats.com/fighter-details/f14f644d41ade29f,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994",2.14,54%,2.98,42%,2.15,47%,68%,0.9,"Brundage, Cody",sr:competitor:739957,middleweight(171-185)
Lauren Mueller,5-3-0,http://www.ufcstats.com/fighter-details/f923e012414c883e,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",4.08,41%,3.77,58%,0.7,50%,71%,0.0,"Mueller, Lauren",sr:competitor:426897,flyweight(116-125)
Curtis Blaydes,18-5-0 (1 NC),http://www.ufcstats.com/fighter-details/fa6796c55d6c5440,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.54,50%,1.91,58%,5.69,53%,31%,0.0,"Blaydes, Curtis",sr:competitor:542009,heavyweight(206-265)
Trevor Peek,9-3-0 (1 NC),http://www.ufcstats.com/fighter-details/0bc697c5936a2d0a,"5' 9""",145 lbs.,"70""",Switch,"Jan 09, 1995",4.39,53%,3.88,43%,1.45,50%,52%,0.0,"Peek, Trevor",sr:competitor:938357,lightweight(146-155)
Miesha Tate,20-10-0,http://www.ufcstats.com/fighter-details/b96619b3acd7d9da,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",2.62,44%,3.05,51%,1.97,30%,56%,1.2,"Tate, Miesha",sr:competitor:246049,bantamweight(126-135)
Jose Quinonez,9-5-0,http://www.ufcstats.com/fighter-details/36549928f90f1d36,"5' 8""",135 lbs.,"69""",Southpaw,"Jul 28, 1990",3.6,45%,3.0,64%,2.7,47%,42%,0.6,"Quinonez, Jose",sr:competitor:285667,bantamweight(126-135)
Danny Henry,12-4-0,http://www.ufcstats.com/fighter-details/f7d73e452b064bf2,"6' 0""",145 lbs.,"73""",Orthodox,"Jul 17, 1988",5.2,51%,4.16,45%,0.74,33%,50%,2.2,"Henry, Danny",sr:competitor:355566,featherweight(136-145)
Rani Yahya,28-12-1 (1 NC),http://www.ufcstats.com/fighter-details/94527830000ab715,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984",1.71,38%,2.08,50%,2.73,30%,29%,1.8,"Yahya, Rani",sr:competitor:269773,bantamweight(126-135)
Alex Caceres,21-15-0 (1 NC),http://www.ufcstats.com/fighter-details/7aa3d6964eff4877,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",4.21,49%,3.09,62%,0.54,68%,64%,0.7,"Caceres, Alex",sr:competitor:261809,featherweight(136-145)
Daniel Spitz,6-3-0,http://www.ufcstats.com/fighter-details/f86cb5f25d545e0e,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",2.6,35%,5.3,46%,0.74,66%,0%,0.0,"Spitz, Daniel",sr:competitor:319219,heavyweight(206-265)
Carlos Prates,21-7-0,http://www.ufcstats.com/fighter-details/7ee0fd831c0fe7c3,"6' 1""",170 lbs.,"78""",Switch,"Aug 17, 1993",3.6,54%,4.79,48%,0.25,100%,83%,0.0,"Prates, Carlos",sr:competitor:1020027,welterweight(156-170)
Diego Sanchez,31-13-0,http://www.ufcstats.com/fighter-details/82e7929bf6c2b689,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37%,3.02,56%,1.51,24%,46%,0.8,"Sanchez, Diego",sr:competitor:246037,welterweight(156-170)
Jai Herbert,13-6-1,http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4,"6' 1""",155 lbs.,"77""",Orthodox,"May 13, 1988",3.07,40%,3.26,53%,0.43,21%,66%,0.0,"Herbert, Jai",sr:competitor:306492,lightweight(146-155)
Carl Deaton,17-7-0 (2 NC),http://www.ufcstats.com/fighter-details/914a897455693650,"5' 7""",155 lbs.,"69""",Orthodox,"Nov 24, 1989",1.53,31%,1.85,61%,0.0,0%,50%,0.0,"Deaton, Carl",sr:competitor:827036,lightweight(146-155)
Nick Maximov,8-2-0,http://www.ufcstats.com/fighter-details/12585614e0ed2626,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 23, 1997",1.93,45%,2.64,46%,4.16,45%,35%,0.2,"Maximov, Nick",sr:competitor:703187,middleweight(171-185)
Daniel Pineda,28-17-0 (3 NC),http://www.ufcstats.com/fighter-details/361d49960a196976,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985",2.85,49%,3.26,45%,1.42,24%,54%,1.5,"Pineda, Daniel",sr:competitor:244797,featherweight(136-145)
Jared Cannonier,18-8-0,http://www.ufcstats.com/fighter-details/13a0275fa13c4d26,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",4.6,50%,4.49,56%,0.46,44%,64%,0.0,"Cannonier, Jared",sr:competitor:250133,middleweight(171-185)
Chance Rencountre,14-4-0,http://www.ufcstats.com/fighter-details/1ddb480b601cefb1,"6' 2""",170 lbs.,"75""",Southpaw,"Dec 31, 1986",1.1,20%,3.62,49%,1.35,26%,16%,0.3,"Rencountre, Chance",sr:competitor:444729,welterweight(156-170)
Rafael Estevam,13-0-0,http://www.ufcstats.com/fighter-details/83455a9d17f57dae,"5' 8""",125 lbs.,"69""",Orthodox,"Aug 10, 1996",2.06,57%,2.94,45%,6.41,35%,60%,0.4,"Estevam, Rafael",sr:competitor:940929,flyweight(116-125)
Dennis Buzukja,12-5-0,http://www.ufcstats.com/fighter-details/c4d039123e62f6a9,"5' 9""",145 lbs.,"70""",Switch,"Oct 01, 1997",4.21,43%,4.82,48%,0.63,27%,75%,0.2,"Buzukja, Dennis",sr:competitor:511388,featherweight(136-145)
Julian Marquez,9-6-0,http://www.ufcstats.com/fighter-details/d0e1b42d41dab603,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",5.06,45%,5.35,50%,0.0,0%,54%,2.6,"Marquez, Julian",sr:competitor:400409,middleweight(171-185)
Andrey Pulyaev,9-3-0,http://www.ufcstats.com/fighter-details/22e07d3da1aa3475,"6' 4""",185 lbs.,"78""",Southpaw,"Sep 10, 1997",3.87,58%,3.93,48%,0.5,16%,85%,0.0,"Pulyaev, Andrey",sr:competitor:1169273,middleweight(171-185)
Cody Stamann,21-8-1,http://www.ufcstats.com/fighter-details/bf7ad5628363eec9,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",4.32,46%,3.91,60%,2.17,37%,76%,0.0,"Stamann, Cody",sr:competitor:351770,bantamweight(126-135)
Jack Jenkins,13-4-0,http://www.ufcstats.com/fighter-details/a9da3158dd2c2b5a,"5' 7""",145 lbs.,"68""",Switch,"Nov 03, 1993",4.5,61%,2.97,58%,1.78,64%,67%,0.0,"Jenkins, Jack",sr:competitor:940927,featherweight(136-145)
Sherrard Blackledge,5-1-0,http://www.ufcstats.com/fighter-details/0e5c79b3594ff0ad,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",3.7,49%,3.13,55%,4.0,33%,42%,0.0,"Blackledge, Sherrard",sr:competitor:742857,welterweight(156-170)
Hyder Amil,11-0-0,http://www.ufcstats.com/fighter-details/41cc71cbf210e0fe,"5' 9""",145 lbs.,"70""",Switch,"May 28, 1990",6.84,57%,4.0,52%,0.78,22%,80%,1.2,"Amil, Hyder",sr:competitor:438734,featherweight(136-145)
Li Jingliang,19-9-0,http://www.ufcstats.com/fighter-details/e64b96c07d7ce999,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",4.46,42%,3.95,56%,1.19,41%,60%,0.0,"Jingliang, Li",sr:competitor:269235,welterweight(156-170)
Ed Herman,27-16-0 (1 NC),http://www.ufcstats.com/fighter-details/06f36cf4bd97ec77,"6' 1""",205 lbs.,"77""",Orthodox,"Oct 02, 1980",3.31,48%,3.71,42%,1.96,47%,59%,1.0,"Herman, Ed",sr:competitor:274651,light_heavyweight(186-205)
Parker Porter,14-9-0,http://www.ufcstats.com/fighter-details/ac40f7e3cbecdda4,"6' 0""",265 lbs.,"75""",Orthodox,"Apr 22, 1985",6.55,50%,6.32,51%,1.35,26%,66%,0.5,"Porter, Parker",sr:competitor:734889,heavyweight(206-265)
Andre Soukhamthath,13-8-0,http://www.ufcstats.com/fighter-details/d0e50a3d1b250708,"5' 9""",135 lbs.,"70""",Orthodox,"Oct 23, 1988",2.77,44%,4.31,49%,1.25,53%,58%,0.2,"Soukhamthath, Andre",sr:competitor:319217,bantamweight(126-135)
Mike Breeden,11-6-0,http://www.ufcstats.com/fighter-details/d80ee110748171ac,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 21, 1989",5.75,45%,7.28,42%,0.98,30%,67%,0.0,"Breeden, Mike",sr:competitor:736603,lightweight(146-155)
Anton Turkalj,8-4-0,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996",2.45,42%,3.42,54%,4.98,41%,16%,0.0,"Turkalj, Anton",sr:competitor:839386,light_heavyweight(186-205)
Cory McKenna,8-4-0,http://www.ufcstats.com/fighter-details/3351aa64aa83c4d9,"5' 3""",115 lbs.,"58""",Orthodox,"Jul 11, 1999",2.94,38%,3.68,46%,2.0,47%,75%,0.4,"McKenna, Cory",sr:competitor:567607,strawweight(106-115)
Dustin Stoltzfus,16-7-0,http://www.ufcstats.com/fighter-details/71505842fb6455c3,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",3.14,45%,3.14,47%,2.26,41%,46%,1.3,"Stoltzfus, Dustin",sr:competitor:592089,middleweight(171-185)
Deron Winn,7-3-0,http://www.ufcstats.com/fighter-details/483a953b18d73bb3,"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989",4.55,44%,6.21,46%,4.28,52%,40%,0.0,"Winn, Deron",sr:competitor:438718,middleweight(171-185)
Zac Pauga,7-3-0,http://www.ufcstats.com/fighter-details/56f7d7ee06be4aab,"6' 2""",205 lbs.,"76""",Orthodox,"Feb 25, 1988",4.46,62%,2.73,58%,0.38,7%,100%,0.0,"Pauga, Zac",sr:competitor:922377,light_heavyweight(186-205)
Robbie Lawler,30-16-0 (1 NC),http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.85,47%,4.67,59%,0.65,64%,65%,0.0,"Lawler, Robbie",sr:competitor:237666,welterweight(156-170)
Alex Morono,24-12-0 (1 NC),http://www.ufcstats.com/fighter-details/cdb96af67d096b1e,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",5.03,40%,4.78,56%,0.33,24%,47%,0.3,"Morono, Alex",sr:competitor:290252,welterweight(156-170)
Gabriel Silva,8-2-0,http://www.ufcstats.com/fighter-details/002ca196477ce572,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994",1.3,34%,3.47,45%,1.5,25%,38%,0.5,"Silva, Gabriel",sr:competitor:607404,bantamweight(126-135)
Teemu Packalen,8-3-0,http://www.ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,"6' 1""",155 lbs.,"75""",Orthodox,"May 22, 1987",2.57,54%,3.91,47%,2.31,25%,100%,1.5,"Packalen, Teemu",sr:competitor:245479,lightweight(146-155)
Victoria Leonardo,9-7-0,http://www.ufcstats.com/fighter-details/9dedfdd91070ddd8,"5' 5""",125 lbs.,"64""",Orthodox,"Feb 16, 1990",3.22,38%,4.81,47%,1.57,27%,71%,0.0,"Leonardo, Victoria",sr:competitor:497596,flyweight(116-125)
Jacob Malkoun,8-3-0,http://www.ufcstats.com/fighter-details/d4270315cbcf2569,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 26, 1995",3.86,56%,2.48,52%,6.62,42%,20%,0.4,"Malkoun, Jacob",sr:competitor:748285,middleweight(171-185)
Enrique Barzola,17-5-2,http://www.ufcstats.com/fighter-details/be0b310a12eb80b4,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,41%,2.97,68%,4.2,45%,66%,0.3,"Barzola, Enrique",sr:competitor:281361,featherweight(136-145)
Cole Smith,7-2-0,http://www.ufcstats.com/fighter-details/56709e66f1c6008f,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",1.78,35%,1.96,49%,1.67,33%,45%,1.7,"Smith, Cole",sr:competitor:571519,bantamweight(126-135)
Emily Whitmire,4-5-0,http://www.ufcstats.com/fighter-details/b3d21b2610dcfaeb,"5' 5""",125 lbs.,"63""",Orthodox,"May 24, 1991",2.5,31%,2.98,54%,1.9,66%,70%,0.5,"Whitmire, Emily",sr:competitor:457883,strawweight(106-115)
